SGD0 2 100 0.6 1, 81.98
SGD0 2 100 0.6 2, 85.17
SGD0 2 100 0.6 3, 87.3
SGD, 0, 2, 100, 0.6, 1, 82.08
SGD, 2, 0, 100, 0.6, 1, 40.22
SGD, 2, 0, 100, 0.6, 2, 22.93
SGD, 2, 0, 100, 0.6, 3, 47.53
SGD, 2, 0, 100, 0.6, 4, 29.25
SGD, 2, 0, 100, 0.6, 5, 32.38
SGD, 2, 0, 100, 0.6, 6, 18.25
SGD, 2, 0, 100, 0.6, 7, 15.65
SGD, 2, 0, 100, 0.6, 8, 13.3
SGD, 2, 0, 100, 0.6, 9, 19.11
SGD, 2, 0, 100, 0.6, 10, 46.14
SGD, 0, 2, 100, 0.6, 1, 80.15
SGD, 0, 2, 100, 0.6, 2, 84.1
SGD, 0, 2, 100, 0.6, 3, 87.09
SGD, 0, 2, 100, 0.6, 4, 87.07
SGD, 0, 2, 100, 0.6, 5, 87.15
SGD, 0, 2, 100, 0.6, 6, 87.87
SGD, 0, 2, 100, 0.6, 7, 88.66
SGD, 0, 2, 100, 0.6, 8, 87.38
SGD, 0, 2, 100, 0.6, 9, 88.75
SGD, 0, 2, 100, 0.6, 10, 88.43
SGD, 1, 0, 100, 0.6, 1, 58.17
SGD, 1, 0, 100, 0.6, 2, 67.74
SGD, 1, 0, 100, 0.6, 3, 68.09
SGD, 1, 0, 100, 0.6, 4, 72.7
SGD, 1, 0, 100, 0.6, 5, 75.04
SGD, 1, 0, 100, 0.6, 6, 72.86
SGD, 1, 0, 100, 0.6, 7, 66.66
SGD, 1, 0, 100, 0.6, 8, 64.17
SGD, 1, 0, 100, 0.6, 9, 66.2
SGD, 1, 0, 100, 0.6, 10, 71.77
SGD, 0, 1, 100, 0.6, 1, 83.36
SGD, 0, 1, 100, 0.6, 2, 87.35
SGD, 0, 1, 100, 0.6, 3, 88.42
SGD, 0, 1, 100, 0.6, 4, 88.8
SGD, 0, 1, 100, 0.6, 5, 89.52
SGD, 0, 1, 100, 0.6, 6, 89.37
SGD, 0, 1, 100, 0.6, 7, 90.48
SGD, 0, 1, 100, 0.6, 8, 89.46
SGD, 0, 1, 100, 0.6, 9, 90.33
SGD, 0, 1, 100, 0.6, 10, 91.29
SGD, 3, 0, 100, 0.6, 1, 18.46
SGD, 3, 0, 100, 0.6, 2, 28.61
SGD, 3, 0, 100, 0.6, 3, 33.49
SGD, 3, 0, 100, 0.6, 4, 32.78
SGD, 3, 0, 100, 0.6, 5, 32.78
SGD, 3, 0, 100, 0.6, 6, 32.78
SGD, 3, 0, 100, 0.6, 7, 31.46
SGD, 3, 0, 100, 0.6, 8, 31.46
SGD, 3, 0, 100, 0.6, 9, 31.46
SGD, 3, 0, 100, 0.6, 10, 32.2
SGD, 0, 3, 100, 0.6, 1, 72.71
SGD, 0, 3, 100, 0.6, 2, 81.41
SGD, 0, 3, 100, 0.6, 3, 83.95
SGD, 0, 3, 100, 0.6, 4, 85.18
SGD, 0, 3, 100, 0.6, 5, 81.6
SGD, 0, 3, 100, 0.6, 6, 84.59
SGD, 0, 3, 100, 0.6, 7, 82.38
SGD, 0, 3, 100, 0.6, 8, 85.41
SGD, 0, 3, 100, 0.6, 9, 85.83
SGD, 0, 3, 100, 0.6, 10, 84.45
SGD, 4, 0, 100, 0.6, 1, 16.74
SGD, 4, 0, 100, 0.6, 2, 15.67
SGD, 4, 0, 100, 0.6, 3, 16.52
SGD, 4, 0, 100, 0.6, 4, 16.52
SGD, 4, 0, 100, 0.6, 5, 16.52
SGD, 4, 0, 100, 0.6, 6, 15.44
SGD, 4, 0, 100, 0.6, 7, 15.44
SGD, 4, 0, 100, 0.6, 8, 15.44
SGD, 4, 0, 100, 0.6, 9, 15.44
SGD, 4, 0, 100, 0.6, 10, 15.44
SGD, 0, 4, 100, 0.6, 1, 64.32
SGD, 0, 4, 100, 0.6, 2, 70.17
SGD, 0, 4, 100, 0.6, 3, 78.82
SGD, 0, 4, 100, 0.6, 4, 79.78
SGD, 0, 4, 100, 0.6, 5, 77.88
SGD, 0, 4, 100, 0.6, 6, 77.99
SGD, 0, 4, 100, 0.6, 7, 78.94
SGD, 0, 4, 100, 0.6, 8, 78.06
SGD, 0, 4, 100, 0.6, 9, 77.29
SGD, 0, 4, 100, 0.6, 10, 77.35
SGD, 5, 0, 100, 0.6, 1, 14.1
SGD, 5, 0, 100, 0.6, 2, 14.1
SGD, 5, 0, 100, 0.6, 3, 14.1
SGD, 5, 0, 100, 0.6, 4, 14.1
SGD, 5, 0, 100, 0.6, 5, 14.1
SGD, 5, 0, 100, 0.6, 6, 14.1
SGD, 5, 0, 100, 0.6, 7, 14.1
SGD, 5, 0, 100, 0.6, 8, 14.1
SGD, 5, 0, 100, 0.6, 9, 14.1
SGD, 5, 0, 100, 0.6, 10, 14.1
SGD, 0, 5, 100, 0.6, 1, 61.97
SGD, 0, 5, 100, 0.6, 2, 65.17
SGD, 0, 5, 100, 0.6, 3, 66.45
SGD, 0, 5, 100, 0.6, 4, 67.67
SGD, 0, 5, 100, 0.6, 5, 73.52
SGD, 0, 5, 100, 0.6, 6, 75.57
SGD, 0, 5, 100, 0.6, 7, 74.64
SGD, 0, 5, 100, 0.6, 8, 72.23
SGD, 0, 5, 100, 0.6, 9, 70.53
SGD, 0, 5, 100, 0.6, 10, 69.52
SGD, 6, 0, 100, 0.6, 1, 9.8
SGD, 6, 0, 100, 0.6, 1, 11.15
SGD, 6, 0, 100, 0.6, 2, 11.15
SGD, 6, 0, 100, 0.6, 3, 11.15
SGD, 6, 0, 100, 0.6, 4, 11.37
SGD, 6, 0, 100, 0.6, 5, 11.23
SGD, 6, 0, 100, 0.6, 6, 11.23
SGD, 6, 0, 100, 0.6, 7, 11.23
SGD, 6, 0, 100, 0.6, 8, 11.23
SGD, 6, 0, 100, 0.6, 9, 11.23
SGD, 6, 0, 100, 0.6, 10, 11.23
SGD, 0, 6, 100, 0.6, 1, 54.57
SGD, 0, 6, 100, 0.6, 2, 54.3
SGD, 0, 6, 100, 0.6, 3, 58.2
SGD, 0, 6, 100, 0.6, 4, 57.41
SGD, 0, 6, 100, 0.6, 5, 62.56
SGD, 0, 6, 100, 0.6, 6, 55.43
SGD, 0, 6, 100, 0.6, 7, 49.58
SGD, 0, 6, 100, 0.6, 8, 64.91
SGD, 0, 6, 100, 0.6, 9, 61.58
SGD, 0, 6, 100, 0.6, 10, 61.65
SGD, 4, 0, 100, 0.8, 1, 25.24
SGD, 4, 0, 100, 0.8, 2, 24.64
SGD, 4, 0, 100, 0.8, 3, 20.17
SGD, 4, 0, 100, 0.8, 4, 18.41
SGD, 0, 4, 100, 0.8, 1, 66.9
SGD, 0, 4, 100, 0.8, 2, 73.02
SGD, 0, 4, 100, 0.8, 3, 74.58
SGD, 0, 4, 100, 0.8, 4, 71.67
SGD, 5, 0, 100, 0.8, 1, 12.96
SGD, 5, 0, 100, 0.8, 2, 12.96
SGD, 5, 0, 100, 0.8, 3, 12.13
SGD, 5, 0, 100, 0.8, 4, 12.08
SGD, 0, 5, 100, 0.8, 1, 53.68
SGD, 0, 5, 100, 0.8, 2, 59.22
SGD, 0, 5, 100, 0.8, 3, 65.38
SGD, 0, 5, 100, 0.8, 4, 58.69
SGD, 4, 0, 100, 0.4, 1, 22.78
SGD, 4, 0, 100, 0.4, 2, 22.84
SGD, 4, 0, 100, 0.4, 3, 26.09
SGD, 4, 0, 100, 0.4, 4, 26.09
SGD, 0, 4, 100, 0.4, 1, 68.61
SGD, 0, 4, 100, 0.4, 2, 77.62
SGD, 0, 4, 100, 0.4, 3, 81.99
SGD, 0, 4, 100, 0.4, 4, 82.65
SGD, 5, 0, 100, 0.4, 1, 11.81
SGD, 5, 0, 100, 0.4, 2, 11.81
SGD, 5, 0, 100, 0.4, 3, 12.29
SGD, 5, 0, 100, 0.4, 4, 12.38
SGD, 5, 0, 100, 0.4, 5, 12.38
SGD, 0, 5, 100, 0.4, 1, 60.09
SGD, 0, 5, 100, 0.4, 2, 77.22
SGD, 0, 5, 100, 0.4, 3, 70.56
SGD, 0, 5, 100, 0.4, 4, 75.77
SGD, 0, 4, 100, 0.2, 1, 62.5
SGD, 0, 4, 100, 0.2, 2, 78.25
SGD, 0, 4, 100, 0.2, 3, 81.2
SGD, 0, 4, 100, 0.2, 4, 84.42
SGD, 0, 4, 100, 0.2, 5, 84.02
SGD, 0, 0, 100, 0.2, 1, 60.29
SGD, 0, 0, 100, 0.2, 2, 80.99
SGD, 0, 0, 100, 0.2, 1, 57.91
SGD, 0, 0, 100, 0.2, 1, 66.52
SGD, 1, 1, 100, 0.2, 1, 68.38
SGD, 1, 1, 100, 0.2, 1, 66.23
SGD, 1, 1, 100, 0.2, 1, 70.65
SGD, 1, 1, 100, 0.2, 1, 61.62
SGD, 2, 1, 100, 0.2, 1, 60.07
SGD, 2, 1, 100, 0.2, 1, 57.35
SGD, 2, 2, 100, 0.2, 1, 64.11
SGD, 2, 2, 100, 0.2, 1, 69.01
SGD, 2, 2, 100, 0.2, 1, 56.95
SGD, 2, 3, 100, 0.2, 1, 67.72
SGD, 2, 4, 100, 0.2, 1, 64.44
SGD, 2, 5, 100, 0.2, 1, 65.44
SGD, 2, 6, 100, 0.2, 1, 59.11
SGD, 3, 6, 100, 0.2, 1, 66.51
SGD, 3, 6, 100, 0.2, 1, 63.96
SGD, 3, 6, 100, 0.2, 1, 69.85
SGD, 3, 6, 100, 0.2, 1, 66.29
SGD, 3, 6, 100, 0.2, 1, 65.28
SGD, 4, 6, 100, 0.2, 1, 75.18
SGD, 4, 6, 100, 0.2, 1, 69.65
SGD, 4, 6, 100, 0.2, 1, 72.68
SGD, 4, 6, 100, 0.2, 1, 76.66
SGD, 4, 6, 100, 0.2, 1, 75.78
SGD, 5, 6, 100, 0.2, 1, 75.3
SGD, 5, 6, 100, 0.2, 1, 67.37
SGD, 5, 6, 100, 0.2, 1, 66.55
SGD, 5, 6, 100, 0.2, 1, 73.49
SGD, 5, 6, 100, 0.2, 1, 72.47
SGD, 6, 6, 100, 0.2, 1, 21.98
SGD, 6, 6, 100, 0.2, 1, 29.6
SGD, 6, 6, 100, 0.2, 1, 19.53
SGD, 6, 6, 100, 0.2, 1, 25.68
SGD, 6, 6, 100, 0.2, 1, 20.41
SGD, 1, 1, 100, 0.2, 1, 64.93
SGD, 0, 0, 100, 0.2, 1, 59.3
SGD, 1, 1, 100, 0, 1, 11.39
SGD, 1, 1, 100, 0, 1, 11.39
SGD, 1, 1, 100, 0, 1, 11.39
SGD, 1, 1, 100, 0.05, 1, 21.86
SGD, 1, 1, 100, 0.05, 1, 20.91
SGD, 1, 1, 100, 0.05, 1, 32.01
SGD, 2, 1, 100, 0.15, 1, 44.09
SGD, 1, 1, 100, 0.15, 1, 65.04
SGD, 1, 1, 100, 0.2, 1, 65.5
SGD, 1, 2, 100, 0.2, 1, 72.07
SGD, 1, 1, 100, 0.15, 1, 56.03
SGD, 1, 1, 100, 0.2, 1, 68.52
SGD, 1, 2, 100, 0.15, 1, 52.81
SGD, 0, 0, 100, 0.05, 1, 17.52
SGD, 0, 0, 100, 0.05, 1, 15.77
SGD, 0, 0, 100, 0.1, 1, 35.68
SGD, 0, 1, 100, 0.05, 1, 17.02
SGD, 0, 1, 100, 0.1, 1, 34.38
SGD, 1, 0, 100, 0.1, 1, 45.59
SGD, 1, 1, 100, 0.05, 1, 20.2
SGD, 1, 1, 100, 0.1, 1, 35.6
SGD, 0, 0, 100, 0.05, 1, 21.71
SGD, 0, 0, 100, 0.1, 1, 43.42
SGD, 0, 1, 100, 0.05, 1, 13.48
SGD, 0, 1, 100, 0.1, 1, 40.85
SGD, 1, 0, 100, 0.05, 1, 18.29
SGD, 1, 0, 100, 0.1, 1, 35.08
SGD, 1, 1, 100, 0.05, 1, 18.03
SGD, 1, 1, 100, 0.1, 1, 39.97
